,AAAU,SPY,ISF.L,ESS,EEM,FXE,BofA
2020-05-13,17.120001,264.305542,580.183899,198.650177,33.184788,99.077591,1281.54
2020-05-14,17.280001,267.468567,566.006226,193.683472,33.312466,98.941818,1273.06
2020-05-15,17.389999,268.69809,571.897034,195.009064,32.856506,99.096992,1272.21
2020-05-18,17.25,276.882538,595.958862,207.102997,34.142307,100.027939,1286.82
2020-05-19,17.43,274.038696,591.66571,198.830933,33.868732,100.086113,1290.77
2020-05-20,17.51,278.694031,597.756165,203.022903,34.315578,100.561279,1300.52
2020-05-21,17.209999,276.77002,592.763977,202.652786,33.923447,100.289749,1305.18
2020-05-22,17.299999,277.295532,590.267944,203.496323,33.221272,99.87278,1306.93
2020-05-26,17.049999,280.712006,597.955872,212.792755,33.950798,100.551598,1320.74
2020-05-27,17.1,284.888763,604.944885,213.507156,34.060234,100.716438,1325.94
2020-05-28,17.16,284.363068,612.832336,214.213013,33.823135,101.375862,1331.76
2020-05-29,17.27,285.630188,597.855896,208.970886,34.406761,101.608604,1330.75
2020-06-01,17.370001,286.784668,607.940186,212.534515,35.200142,101.957703,1334.9
2020-06-02,17.24,289.159302,612.732422,212.431198,36.039101,102.23893,1345.31
2020-06-03,16.92,293.007477,628.707275,217.828278,36.878071,102.956528,1358.96
2020-06-04,17.110001,292.237823,624.513855,215.607483,36.35828,103.72261,1360.43
2020-06-05,16.76,299.727783,638.591614,225.971222,37.3158,103.3638,1375.0
2020-06-08,16.950001,303.350708,636.994019,237.746674,37.543777,103.431686,1378.95
2020-06-09,17.110001,301.088715,623.715088,230.722717,37.288433,103.771095,1374.07
2020-06-10,17.35,299.4086,622.317505,224.060272,37.562016,104.275345,1370.64
2020-06-11,17.23,282.148102,594.701538,211.828674,35.601387,103.441383,1350.44
2020-06-12,17.27,285.526886,597.098145,214.918823,36.35828,103.014709,1354.32
2020-06-15,17.200001,288.192535,593.303772,210.580536,36.02808,103.577148,1352.9
2020-06-16,17.209999,293.739563,611.27655,216.562912,36.257385,103.063194,1371.76
2020-06-17,17.25,292.519348,612.574646,209.254944,36.605923,102.869255,1371.45
2020-06-18,17.23,292.631989,608.680481,209.108597,36.624275,102.520149,1366.2
2020-06-19,17.4,290.959625,615.769897,201.232498,36.615097,102.384384,1366.0
2020-06-22,17.5,292.826202,611.076965,201.060349,37.064533,102.985603,1365.37
2020-06-23,17.66,294.174316,618.266113,199.915527,37.422241,103.441383,1366.21
2020-06-24,17.610001,286.670258,599.594299,196.059235,36.926949,102.975922,1357.69
2020-06-25,17.59,289.743561,601.890747,197.341766,37.082874,102.694695,1352.96
2020-06-26,17.67,282.861664,603.18866,193.494095,36.633438,102.723793,1348.85
2020-06-29,17.68,287.019043,609.379395,196.724319,36.798538,102.801361,1343.33
2020-06-30,17.780001,290.695709,603.488525,199.104874,36.679302,102.781975,1343.96
2020-07-01,17.68,292.731964,602.989136,207.966721,37.092049,102.937119,1348.0
2020-07-02,17.709999,294.343964,611.176819,205.95108,37.935886,102.830452,1354.8
2020-07-06,17.809999,298.887848,615.769897,204.343811,39.56852,103.480164,1361.87
2020-07-07,17.93,295.805176,606.58374,198.192612,38.908123,103.111671,1362.57
2020-07-08,18.049999,298.06778,602.789551,197.15004,39.917057,103.68383,1361.78
2020-07-09,17.99,296.37088,593.503601,194.543625,39.917057,103.247444,1359.72
2020-07-10,17.950001,299.397003,597.697266,195.768661,39.660244,103.373497,1358.76
2020-07-13,17.969999,296.804474,605.984863,195.386353,39.394253,103.800201,1364.06
2020-07-14,18.049999,300.650757,605.884888,198.349014,39.44928,104.18808,1362.55
2020-07-15,18.07,303.412964,617.167664,196.585297,39.56852,104.372337,1371.0
2020-07-16,17.9,302.413666,612.974182,194.83902,39.009022,104.120209,1372.79
2020-07-17,18.049999,303.290375,616.668396,193.892044,39.229156,104.624474,1374.96
2020-07-20,18.129999,305.741425,613.972656,187.00238,39.733616,104.711731,1381.29
2020-07-21,18.360001,306.391907,614.571594,187.419418,40.100506,105.400253,1390.4
2020-07-22,18.639999,308.135956,608.980103,191.858963,39.926228,105.875412,1394.07
2020-07-23,18.82,304.459381,609.479431,187.949387,39.605213,106.030579,1395.67
2020-07-24,18.98,302.498535,601.191895,186.029312,39.56852,106.457245,1395.83
2020-07-27,19.34,304.704468,599.294678,184.673965,40.183048,107.397903,1397.64
2020-07-28,19.530001,302.771942,601.990784,189.426331,39.852856,107.116684,1397.91
2020-07-29,19.639999,306.495636,602.290039,190.399384,40.494904,107.669411,1402.56
2020-07-30,19.5,305.4021,588.710754,191.676575,39.981266,108.309441,1405.29
2020-07-31,19.690001,307.815338,579.92395,191.780823,39.706104,107.698532,1408.17
2020-08-03,19.700001,309.955444,592.505066,186.133575,39.981266,107.523956,1411.29
2020-08-04,20.110001,311.152649,593.004272,186.159637,40.513248,107.892464,1411.25
2020-08-05,20.299999,313.085205,599.594299,188.852966,40.95351,108.425812,1415.6
2020-08-06,20.57,315.177917,593.303772,191.120529,41.081921,108.551888,1415.79
2020-08-07,20.25,315.404266,593.603455,193.909393,40.238083,107.73732,1416.33
2020-08-10,20.190001,316.347046,595.600281,194.161346,40.338974,107.32032,1416.62
2020-08-11,19.08,313.735748,605.08606,190.729553,40.228912,107.271835,1417.89
2020-08-12,19.030001,318.109863,617.5672,192.189178,40.770073,107.746994,1415.33
2020-08-13,19.469999,317.53479,610.278198,187.688766,40.650829,107.931252,1412.29
2020-08-14,19.360001,317.54425,601.191895,190.399384,40.577457,108.18338,1408.92
2020-08-17,19.77,318.552948,604.387024,191.355118,41.091084,108.483986,1408.58
2020-08-18,19.969999,319.241119,599.494446,190.034531,41.045231,109.075554,1409.63
2020-08-19,19.34,317.911926,602.789551,183.057968,40.540764,108.260941,1410.16
2020-08-20,19.459999,318.901764,594.302185,184.630508,40.412361,108.406425,1409.56
2020-08-21,19.32,320.03302,593.303772,185.073608,40.61414,107.76638,1410.18
2020-08-24,19.200001,323.27594,602.490051,186.915512,41.063576,107.746994,1414.3
2020-08-25,19.219999,324.407227,595.600281,187.688766,41.476318,108.0961,1417.98
2020-08-26,19.459999,327.659546,597.098145,184.882477,41.586388,108.067009,1418.97
2020-08-27,19.23,328.376038,593.104126,188.218689,41.237843,107.989449,1420.18
2020-08-28,19.57,330.497131,589.110168,191.693954,41.778996,108.707054,1421.21
2020-09-01,19.639999,332.401428,579.524658,186.976303,41.549694,108.82341,1423.72
2020-09-02,19.379999,337.20929,587.212952,191.989334,41.439632,108.241577,1426.43
2020-09-03,19.23,325.604431,578.42627,192.823425,40.650829,108.290039,1424.19
2020-09-04,19.27,322.945953,573.533752,194.83902,40.669174,108.173698,1419.54
2020-09-08,19.25,314.122162,585.815063,192.501953,39.962921,107.591866,1415.51
2020-09-09,19.42,320.325287,594.60199,189.843369,40.559109,107.824577,1417.55
2020-09-10,19.360001,314.763245,593.603455,187.653961,39.907883,107.940941,1418.08
2020-09-11,19.360001,314.923584,595.899902,185.238693,40.293114,108.154289,1416.34
2020-09-14,19.51,319.071381,596.099609,193.21434,40.94434,108.348228,1417.0
2020-09-15,19.459999,320.683533,603.588257,188.001495,41.375423,108.193085,1418.37
2020-09-16,19.51,319.410828,600.992188,190.755615,41.320396,107.76638,1420.65
2020-09-17,19.42,316.601501,592.661255,188.079681,41.1553,108.193085,1418.91
2020-09-18,19.440001,312.956543,587.868042,183.700912,40.834267,108.193085,1418.26
2020-09-21,19.049999,309.47348,568.894897,177.506287,40.458214,107.426987,1408.44
2020-09-22,18.959999,312.625244,570.492676,180.260422,40.155537,106.922729,1406.41
2020-09-23,18.540001,305.375214,577.382996,175.438507,39.53183,106.496033,1404.14
2020-09-24,18.620001,306.189178,570.89209,172.875549,39.348389,106.544533,1396.5
2020-09-25,18.57,311.139374,572.389893,177.33255,39.385078,106.127556,1395.96
2020-09-28,18.75,316.307159,580.578369,180.295151,39.825336,106.525162,1401.59
2020-09-29,18.9,314.584503,577.582642,175.168274,39.797817,107.165161,1402.73
2020-09-30,18.799999,316.969666,575.086182,176.212601,40.439869,107.029404,1407.21
2020-10-01,18.969999,319.004669,577.083313,181.504517,40.815926,107.242752,1409.46
2020-10-02,18.950001,315.975922,579.080444,186.138229,40.348145,106.883949,1408.28
2020-10-05,19.040001,321.579102,583.274658,187.279083,40.889309,107.572464,1414.76
2020-10-06,18.809999,317.007538,584.273071,184.971008,40.962677,107.233047,1420.08
2020-10-07,18.799999,322.525696,584.373108,184.655075,41.412113,107.330002,1420.79
2020-10-08,18.870001,325.383972,587.169128,189.543259,41.751488,107.300926,1424.21
2020-10-09,19.219999,328.289642,590.963623,189.07814,42.035824,107.911858,1426.38
2020-10-12,19.17,333.571106,589.565613,190.394547,42.402702,107.785789,1427.07
2020-10-13,18.860001,331.394196,586.569885,183.847672,42.228436,107.223343,1429.67
2020-10-14,18.9,329.31189,583.274658,181.565933,41.944099,107.242752,1429.07
2020-10-15,18.99,328.904877,573.488403,179.635208,41.641418,106.816063,1424.21
2020-10-16,18.93,328.706177,581.976318,177.30957,41.788174,106.932419,1426.51
2020-10-19,18.93,323.70871,579.18042,174.694351,41.668934,107.388191,1427.98
2020-10-20,19.02,325.005432,578.481323,175.387665,42.127537,107.882751,1428.37
2020-10-21,19.17,324.390167,567.996094,175.457855,42.24678,108.202766,1427.92
2020-10-22,18.98,326.169556,568.894897,177.73085,42.237602,107.853653,1428.02
2020-10-23,18.969999,327.276978,576.18457,178.353928,42.485256,108.212486,1429.16
2020-10-26,18.940001,321.228912,569.49408,174.659271,41.934929,107.727585,1424.93
2020-10-27,19.01,320.121521,563.103088,171.429703,42.118366,107.746994,1423.75
2020-10-28,18.700001,309.180145,549.522278,163.513794,41.063576,107.155449,1413.88
2020-10-29,18.620001,312.322479,549.02301,173.395508,41.476318,106.525162,1414.12
2020-10-30,18.709999,309.066498,549.02301,179.54747,41.008541,106.224518,1413.76
2020-11-02,18.870001,312.53067,556.712219,190.438446,41.531353,106.156654,1417.13
2020-11-03,18.99,318.048676,568.894897,196.607925,41.714794,106.748177,1423.26
2020-11-04,18.969999,325.15683,578.980591,197.89801,43.026409,106.767578,1436.01
2020-11-05,19.43,331.498352,580.678223,198.450912,43.760178,107.843987,1445.08
2020-11-06,19.450001,331.422546,581.676819,199.354828,43.961964,108.309441,1443.74
2020-11-09,18.59,335.587189,609.137878,223.304428,44.264648,107.688805,1461.0
2020-11-10,18.66,335.094971,619.023926,227.244843,43.760178,107.669411,1457.03
2020-11-11,18.57,337.584259,628.011169,216.546936,44.04451,107.397903,1457.26
2020-11-12,18.68,334.309387,623.118103,216.924286,43.714317,107.640335,1450.85
2020-11-13,18.799999,338.937775,621.021118,223.708099,44.328854,107.87307,1450.4
2020-11-16,18.799999,343.168488,631.406494,230.764008,44.879173,108.047623,1455.56
2020-11-17,18.74,341.322845,626.113831,228.175095,44.833317,108.154289,1457.18
2020-11-18,18.620001,337.215027,627.512024,223.085007,44.677387,108.047623,1459.91
2020-11-19,18.59,338.634827,623.317932,223.041138,44.750763,108.290039,1459.05
2020-11-20,18.65,336.315918,624.815735,222.997253,44.998425,108.086411,1459.42
2020-11-23,18.280001,338.33197,623.5177,221.566788,45.117649,107.892464,1462.37
2020-11-24,17.99,343.783691,632.40509,226.007462,45.723011,108.425812,1468.3
2020-11-25,17.98,343.253754,628.710205,223.260544,45.466198,108.707054,1468.12
2020-11-27,17.799999,344.209686,628.909912,219.407898,45.897278,109.007675,1469.04
2020-11-30,17.690001,342.685852,617.22644,215.783447,44.695732,108.736115,1470.38
2020-12-01,18.059999,346.433868,629.409241,216.36264,45.57626,110.045265,1473.67
2020-12-02,18.200001,347.16272,637.098267,218.258224,45.640465,110.307091,1475.8
2020-12-03,18.34,347.068054,639.495056,218.389893,46.163277,110.714371,1479.54
2020-12-04,18.299999,350.05896,645.586365,221.794922,46.640224,110.549522,1482.5
2020-12-07,18.559999,349.339569,646.185608,222.031906,46.640224,110.355591,1484.2
2020-12-08,18.629999,350.361847,646.684753,221.58432,46.658569,110.355591,1485.3
2020-12-09,18.309999,347.219513,647.283997,219.557068,46.254997,110.074371,1484.71
2020-12-10,18.27,347.105927,647.717834,215.370941,46.851177,110.675606,1484.79
2020-12-11,18.309999,346.698914,642.325073,214.080872,46.520988,110.404076,1484.31
2020-12-14,18.200001,345.146667,641.027039,210.851334,46.279118,110.704704,1486.19
2020-12-15,18.459999,349.812927,639.529053,212.790802,46.77953,110.791946,1486.82
2020-12-16,18.57,350.361847,644.921753,211.088287,47.001938,111.034401,1487.48
2020-12-17,18.76,352.321014,643.52356,212.246674,47.307747,111.742302,1488.67
2020-12-18,18.719999,350.914307,641.226746,205.682266,47.252151,111.567749,1489.37
2020-12-21,18.67,349.659607,630.541199,205.208405,46.557125,111.431999,1485.15
2020-12-22,18.530001,349.07019,634.735596,205.998199,46.186451,110.73378,1487.2
2020-12-23,18.639999,349.384033,638.530273,202.935394,46.659061,111.092583,1488.92
2020-12-24,18.709999,350.743164,640.128235,205.576965,46.455189,111.005302,1489.88
2020-12-29,18.709999,353.081451,649.315674,206.094757,47.279949,111.558052,1496.53
2020-12-30,18.870001,353.585236,645.221252,209.175125,47.910099,111.975029,1497.48
2020-12-31,18.940001,355.381836,635.334656,210.191437,47.882298,111.267128,1498.42
2021-01-04,19.35,350.543579,645.920288,202.073135,48.18811,111.577454,1498.02
2021-01-05,19.41,352.957916,650.114746,201.161224,49.346474,111.945946,1498.31
2021-01-06,19.1,355.068085,672.084778,209.527466,48.929466,112.236855,1499.91
2021-01-07,19.049999,360.343475,674.481384,204.950394,49.392811,111.693794,1501.01
2021-01-08,18.41,362.396637,676.278992,207.066269,50.699451,111.325317,1501.87
2021-01-11,18.379999,359.953796,668.189941,204.755615,50.013695,110.63681,1499.92
2021-01-12,18.49,360.029816,664.395203,205.764877,50.504841,111.121658,1498.46
2021-01-13,18.4,360.999298,663.196716,209.235306,50.616047,110.6465,1500.52
2021-01-14,18.4,359.735107,669.088745,209.890457,51.088661,110.73378,1503.05
2021-01-15,18.18,357.111694,662.098328,212.935974,50.365837,109.94828,1503.92
2021-01-19,18.309999,359.91571,660.200928,209.978973,51.199863,110.413773,1505.73
2021-01-20,18.629999,364.896515,663.296631,216.716217,52.098759,110.210121,1508.17
2021-01-21,18.620001,365.229187,660.600464,217.079208,52.191433,110.791946,1508.42
2021-01-22,18.469999,363.936401,658.103699,215.529922,51.73735,110.743462,1505.03
2021-01-25,18.469999,365.371796,653.010681,214.79509,52.12656,110.491356,1505.75
2021-01-26,18.440001,364.801483,654.308838,215.813217,51.746613,110.753174,1506.1
2021-01-27,18.34,355.88559,645.720581,211.758469,50.310242,110.18103,1503.36
2021-01-28,18.33,358.946198,642.225403,215.459076,50.66238,110.355591,1505.23
2021-01-29,18.35,351.760254,629.143127,212.130264,49.402081,110.423477,1503.92
2021-02-01,18.52,357.615509,635.234924,214.308197,50.736519,109.705856,1505.01
2021-02-02,18.27,362.672211,640.427795,216.185028,51.394466,109.560387,1507.47
2021-02-03,18.25,362.957397,639.529053,219.726303,51.653942,109.492523,1510.51
2021-02-04,17.85,367.082642,639.628906,223.568588,51.672474,108.881577,1512.6
2021-02-05,18.040001,368.527435,637.931274,228.499771,52.117294,109.628281,1514.71
2021-02-08,18.23,371.188995,640.927185,230.686478,52.209961,109.667068,1516.74
2021-02-09,18.27,370.941833,641.92572,229.588699,52.76598,110.239227,1517.77
2021-02-10,18.34,370.780182,641.027039,236.989975,52.951317,110.277992,1518.7
2021-02-11,18.17,371.379059,641.62616,240.451492,53.516602,110.374977,1519.48
2021-02-12,18.120001,373.213623,647.418335,238.459579,53.562935,110.239227,1519.18
2021-02-16,17.860001,372.890381,662.897156,237.388397,53.692673,110.190727,1519.54
2021-02-17,17.66,372.975922,659.202271,236.17543,53.711205,109.531326,1518.91
2021-02-18,17.66,371.38858,651.912231,234.351715,52.969849,109.977394,1518.02
2021-02-19,17.75,370.732666,652.111816,233.625763,53.312729,110.210121,1518.46
2021-02-22,18.0,367.881104,650.613831,233.82933,51.746613,110.520454,1517.16
2021-02-23,17.950001,368.32785,652.311646,238.300217,51.978287,110.501038,1516.16
2021-02-24,17.950001,372.386566,655.607178,239.150085,51.64468,110.63681,1516.34
2021-02-25,17.620001,363.413666,656.006531,231.111435,50.467773,110.63681,1511.89
2021-02-26,17.190001,361.541138,639.329346,225.569382,49.791294,109.715553,1508.48
2021-03-01,17.16,370.304962,649.515442,230.155304,51.125729,109.550697,1512.41
2021-03-02,17.24,367.415405,652.011963,231.748886,50.625313,109.94828,1513.88
2021-03-03,17.059999,362.548737,658.303467,236.609314,50.52338,109.676773,1512.56
2021-03-04,16.889999,358.062286,657.704346,232.147278,49.346474,108.833115,1509.93
2021-03-05,16.9,364.649384,655.107727,234.511078,49.883961,108.338539,1506.33
2021-03-08,16.719999,362.833862,663.696167,241.257172,48.540253,107.717926,1505.69
2021-03-09,17.08,368.014221,664.994385,241.628983,49.605946,108.222176,1504.37
2021-03-10,17.16,370.304962,664.694702,241.398788,49.383549,108.435516,1504.07
2021-03-11,17.15,374.059509,660.955627,245.329559,50.940388,109.027046,1509.19
2021-03-12,17.16,374.563293,663.55249,254.829071,50.032234,108.72644,1505.77
2021-03-15,17.23,376.796967,661.854675,260.070038,50.152702,108.445213,1505.66
2021-03-16,17.25,376.321808,667.047974,253.642746,50.365837,108.212486,1505.61
2021-03-17,17.360001,377.60498,663.352661,253.270905,50.430702,108.891273,1502.04
2021-03-18,17.280001,372.110931,665.350159,253.200043,49.504017,108.251251,1498.49
2021-03-19,17.33,371.422424,658.159302,243.762634,50.115631,108.202766,1497.81
2021-03-22,17.309999,374.388214,660.65625,244.329178,49.967361,108.474327,1502.34
2021-03-23,17.18,371.441528,658.35907,244.532822,49.012863,107.669411,1504.31
2021-03-24,17.24,369.553314,659.35791,244.603683,47.891563,107.349411,1507.05
2021-03-25,17.200001,371.632263,655.962097,246.002487,48.113968,106.932419,1506.75
2021-03-26,17.24,377.621063,662.653625,251.721497,49.365009,107.203972,1507.9
2021-03-29,17.02,377.430389,661.854675,246.843491,49.022141,106.932419,1508.77
2021-03-30,16.75,376.429077,665.250183,248.083313,49.179672,106.496033,1508.52
2021-03-31,16.99,377.954803,660.056824,242.481613,49.429878,106.544533,1511.97
2021-04-01,17.200001,382.036407,662.05426,246.62941,49.911758,107.019707,1514.81
2021-04-06,17.33,387.290924,669.844482,246.067429,50.384373,107.863358,1520.33
2021-04-07,17.299999,387.739136,675.736816,252.284698,49.643021,107.863358,1521.9
2021-04-08,17.48,389.579681,682.428345,251.169724,50.050758,108.231865,1523.68
2021-04-09,17.34,392.411926,679.631897,252.730713,49.624485,108.115494,1522.81
2021-04-12,17.23,392.555054,677.434692,253.078583,49.327938,108.154289,1521.87
2021-04-13,17.370001,393.718445,677.035278,255.487015,49.531815,108.600365,1520.62
2021-04-14,17.280001,392.373749,681.829163,251.018051,49.782028,108.82341,1522.17
2021-04-15,17.57,396.588928,687.322144,257.93103,50.236103,108.784615,1525.45
2021-04-16,17.68,397.914459,690.517944,258.225433,50.365837,108.804001,1526.35
2021-04-19,17.620001,395.959534,688.220886,259.188782,50.180504,109.337364,1525.51
2021-04-20,17.700001,393.060516,674.538391,263.024384,49.772758,109.288864,1522.91
2021-04-21,17.870001,396.779633,678.133789,264.933289,50.078568,109.279182,1522.99
2021-04-22,17.74,393.155792,682.428345,262.569427,49.902493,109.085236,1524.2
2021-04-23,17.68,397.41861,683.027527,265.227631,50.625313,109.880417,1525.54
2021-04-26,17.73,398.248199,685.224731,264.817383,50.690182,109.773735,1526.87
2021-04-27,17.690001,398.162354,683.227417,264.960022,50.66238,109.783455,1527.12
2021-04-28,17.74,398.047943,685.025085,255.977615,51.042328,110.132538,1526.97
2021-04-29,17.67,400.584656,685.124878,255.263977,50.92186,110.122856,1527.81
2021-04-30,17.6,397.952576,686.622864,259.144135,50.022964,109.172493,1528.55
2021-05-04,17.690001,396.350464,681.928955,253.025055,49.457676,109.075554,1529.13
2021-05-05,17.780001,396.474457,693.2146,250.563126,49.68935,108.95916,1530.78
2021-05-06,18.07,399.640594,696.909851,254.479034,50.161972,109.511917,1531.28
2021-05-07,18.219999,402.549103,702.40271,257.681305,50.680916,110.481651,1532.78
2021-05-10,18.290001,398.562958,702.003357,259.893463,49.772758,110.219826,1533.59
2021-05-11,18.299999,395.005829,684.525696,259.153137,49.633755,110.287712,1529.6
2021-05-12,18.120001,386.613861,689.319641,250.893188,48.262245,109.589485,1527.29
2021-05-13,18.190001,391.258026,686.622864,256.807159,48.197372,109.705856,1527.06
2021-05-14,18.34,397.266022,694.712708,257.226349,49.068466,110.190727,1528.68
2021-05-17,18.57,396.255127,693.114624,257.012329,49.022141,110.345894,1528.87
2021-05-18,18.610001,392.841156,693.414307,259.438538,49.680084,110.966515,1528.79
2021-05-19,18.610001,391.811218,685.723938,254.505798,49.531815,110.471954,1525.08
2021-05-20,18.690001,396.026306,693.813782,257.351288,49.819092,110.976212,1525.96
2021-05-21,18.700001,395.702026,693.2146,257.003387,49.244537,110.568909,1527.33
2021-05-24,18.75,399.73587,696.310608,260.785431,49.652287,110.850143,1528.49
2021-05-25,18.91,398.848999,694.412964,261.222565,50.143436,111.131378,1530.07
2021-05-26,18.870001,399.640594,694.013428,261.391998,50.514111,110.627098,1530.69
2021-05-27,18.889999,399.850372,693.414307,260.018311,50.52338,110.694984,1531.78
2021-05-28,18.950001,400.565613,694.113342,263.399078,50.847717,110.59803,1532.5
2021-06-01,18.9,400.212708,698.807434,269.339752,51.894886,110.879234,1533.95
2021-06-02,19.0,400.842133,701.503906,274.88797,51.978287,110.762856,1536.1
2021-06-03,18.629999,399.354492,697.309326,274.575775,51.422279,110.054962,1535.83
2021-06-04,18.83,403.006897,698.308044,272.212036,51.885616,110.384682,1537.63
2021-06-07,18.91,402.615906,699.406616,277.073395,51.626144,110.588318,1538.72
2021-06-08,18.85,402.701691,701.004578,278.366852,51.375935,110.413773,1540.79
2021-06-09,18.809999,402.100922,699.007202,276.55603,51.227661,110.442856,1543.33
2021-06-10,18.879999,403.970062,700.205566,280.124054,51.63813,110.384682,1544.04
2021-06-11,18.68,404.637604,704.600037,280.186432,51.461277,109.812515,1545.03
2021-06-14,18.57,405.543549,706.197998,281.337158,51.600891,109.899811,1545.6
2021-06-15,18.5,404.799713,708.794739,277.474823,51.247215,109.94828,1545.93
2021-06-16,18.190001,402.539612,710.891968,275.64621,50.549149,108.86219,1545.4
2021-06-17,17.629999,402.406097,700.385437,275.316132,50.828373,107.911858,1544.06
2021-06-18,17.540001,396.977509,686.202026,268.644012,50.474686,107.582146,1543.29
2021-06-21,17.75,402.660583,690.996338,274.88797,50.688759,108.057312,1544.83
2021-06-22,17.68,404.813293,693.593384,272.925537,50.456066,108.270653,1545.35
2021-06-23,17.65,404.325348,691.895325,274.147644,50.763222,108.0961,1546.55
2021-06-24,17.66,406.717255,695.890686,273.157593,51.2286,108.193085,1548.22
2021-06-25,17.709999,408.161896,697.588745,274.156616,51.656746,108.212486,1549.4
2021-06-28,17.709999,408.984772,691.995178,272.640137,51.703274,108.086411,1550.75
2021-06-29,17.530001,409.204834,693.393677,271.355804,51.66605,107.863358,1552.08
2021-06-30,17.6,409.549255,687.800049,269.451721,51.330978,107.456078,1553.91
2021-07-01,17.67,411.816742,696.689819,272.972504,51.042446,107.388191,1555.48
2021-07-02,17.780001,414.964447,696.290161,274.705841,50.986599,107.504578,1556.63
2021-07-06,17.870001,414.208679,694.692139,277.355408,50.093075,107.136078,1558.95
2021-07-07,17.950001,415.672577,699.986023,281.010834,50.037231,106.86454,1560.48
2021-07-08,17.93,412.285614,689.198425,282.600586,48.994789,107.339729,1558.72
2021-07-09,17.99,416.686676,696.989441,287.621155,49.841774,107.611237,1559.59
2021-07-12,17.969999,418.179169,697.189148,291.114929,49.888309,107.436691,1560.45
2021-07-13,18.0,416.753662,697.089233,287.881622,49.934849,106.651199,1559.9
2021-07-14,18.18,417.375488,694.192688,292.345459,50.148926,107.203972,1559.41
2021-07-15,18.200001,415.949951,686.701355,293.674713,50.26992,107.000305,1557.94
2021-07-16,18.01,412.687347,686.102173,294.887177,49.879005,106.90332,1556.86
2021-07-19,18.02,406.592896,670.22052,289.83963,49.041328,106.845154,1549.14
2021-07-20,18.0,412.419525,673.916199,297.042694,49.199558,106.719086,1552.07
2021-07-21,17.950001,415.758575,684.803528,296.863098,49.516006,106.893631,1555.87
2021-07-22,17.98,416.629303,682.30658,294.150635,49.609085,106.622116,1557.45
2021-07-23,17.93,420.915527,688.2995,298.102509,48.873791,106.612411,1558.29
2021-07-26,17.879999,421.948792,688.099792,297.393005,47.943035,106.922729,1559.07
2021-07-27,17.92,420.025787,684.404053,298.003723,46.975056,107.04879,1557.66
2021-07-28,18.0,419.853485,687.300781,297.41095,48.250187,107.300926,1557.55
2021-07-29,18.190001,421.594788,693.893066,296.925934,48.492188,107.669411,1558.99
2021-07-30,18.059999,419.547363,689.697754,294.680603,48.026806,107.426987,1559.4
2021-08-02,18.040001,418.667114,694.192688,294.860168,48.371185,107.504578,1559.73
2021-08-03,18.030001,422.073212,696.689819,294.303345,48.575947,107.456078,1557.62
2021-08-04,18.02,419.99704,697.888489,290.989197,48.827255,107.17485,1556.35
2021-08-05,17.959999,422.656769,698.987122,292.444183,48.752792,107.145775,1556.65
2021-08-06,17.5,423.355225,698.587585,293.566895,48.343269,106.437851,1556.63
2021-08-09,17.200001,423.010803,699.586487,288.734894,48.501495,106.214821,1555.24
2021-08-10,17.209999,423.537079,702.083374,285.47464,48.566647,106.088768,1554.78
2021-08-11,17.43,424.589478,708.176453,283.058655,48.696945,106.292397,1553.0
2021-08-12,17.450001,425.861969,708.076538,282.816132,48.268799,106.234222,1553.53
2021-08-13,17.690001,426.636902,710.473755,284.66626,48.147804,106.796654,1554.45
2021-08-16,17.790001,427.641541,704.280945,284.055573,47.710354,106.602722,1554.33
2021-08-17,17.76,424.838257,706.778015,286.273956,46.835445,106.011192,1553.97
2021-08-18,17.77,420.188385,705.479431,283.875946,46.909908,106.011192,1554.57
2021-08-19,17.709999,420.838959,696.290161,286.193115,46.109467,105.69117,1551.9
2021-08-20,17.73,424.187653,699.386536,286.94754,46.072227,105.894814,1552.98
2021-08-23,17.93,427.919006,701.184448,284.756104,46.770294,106.282692,1555.85
2021-08-24,17.940001,428.598297,702.383118,282.92395,47.831352,106.399055,1558.68
2021-08-25,17.809999,429.49762,705.179871,285.564484,47.887199,106.593018,1560.08
2021-08-26,17.83,426.96225,703.581787,286.139221,47.431122,106.350578,1560.76
2021-08-27,18.1,430.779694,705.879089,288.088226,48.017502,106.757866,1564.21
2021-08-31,18.059999,432.032959,702.782715,297.051697,48.780712,106.845154,1567.95
2021-09-01,18.049999,432.262634,705.879089,302.045349,49.404324,107.126358,1568.98
2021-09-02,18.01,433.592529,708.575928,302.674072,49.180939,107.446381,1570.7
2021-09-03,18.190001,433.487274,706.178772,301.398651,49.441555,107.494865,1570.8
2021-09-07,17.84,431.937317,707.077698,294.159668,49.730087,107.097282,1570.53
2021-09-08,17.780001,431.411163,701.584045,297.91391,49.004101,106.874237,1570.98
2021-09-09,17.870001,429.564575,695.191589,294.860168,48.911022,106.942116,1572.05
2021-09-10,17.790001,426.177673,695.191589,289.14801,48.855179,106.806358,1572.73
2021-09-13,17.84,427.268372,698.687439,291.438293,48.985485,106.786949,1574.43
2021-09-14,17.950001,424.962646,695.790833,291.411316,48.575947,106.728783,1575.16
2021-09-15,17.85,428.512177,693.693237,293.917145,48.566647,106.845154,1575.84
2021-09-16,17.450001,427.832886,686.386353,294.330292,48.017502,106.408783,1575.66
2021-09-17,17.42,423.665344,679.793091,289.677979,47.812733,106.098457,1575.41
