,BAMLHYH0A0HYM2TRIV,^BSESN,China_EQ,ISF.L,ESS,^GSPC,GOLD.AX
2012-08-21,905.6,17885.259766,2118.268066,587.296997,103.597527,1413.170044,14.981
2012-08-22,906.43,17846.859375,2107.710938,574.155457,104.354431,1413.48999,15.219
2012-08-23,907.03,17850.220703,2113.072021,574.553467,104.629707,1402.079956,15.32
2012-08-24,907.16,17783.210938,2092.104004,574.254761,105.056374,1411.130005,15.484
2012-08-28,908.36,17631.710938,2073.154053,573.458496,105.283432,1409.300049,15.519
2012-08-29,908.89,17490.810547,2053.235107,570.571106,104.870544,1410.48999,15.586
2012-08-30,909.19,17541.640625,2052.584961,567.68396,104.230583,1399.47998,15.56
2012-08-31,909.63,17380.75,2047.521973,566.588745,104.58152,1406.579956,15.541
2012-09-04,910.66,17440.869141,2043.649048,564.099854,105.455452,1404.939941,16.0
2012-09-05,911.37,17313.339844,2037.68103,563.104187,105.620605,1403.439941,16.030001
2012-09-06,913.26,17346.269531,2051.917969,574.055847,105.999077,1432.119995,16.07
2012-09-07,916.38,17683.730469,2127.761963,576.644226,106.453232,1437.920044,15.881
2012-09-10,918.05,17766.779297,2134.893066,576.345581,105.55864,1429.079956,16.216999
2012-09-11,919.57,17852.949219,2120.553955,575.648865,105.710052,1433.560059,16.190001
2012-09-12,922.53,18000.029297,2126.553955,574.852112,105.16642,1436.560059,16.08
2012-09-13,923.81,18021.160156,2110.378906,578.535767,106.74913,1459.98999,15.98
2012-09-14,927.49,18464.269531,2123.846924,588.192932,106.96244,1465.77002,16.245001
2012-09-17,928.29,18542.310547,2078.5,586.401123,106.480774,1461.189941,16.309999
2012-09-18,928.91,18496.009766,2059.542969,584.111389,106.212425,1459.319946,16.246
2012-09-20,928.21,18349.25,2024.837036,582.51825,104.354431,1460.26001,16.436001
2012-09-21,927.8,18752.830078,2026.689941,584.210693,104.271851,1460.150024,16.379999
2012-09-24,926.69,18673.339844,2033.192017,581.622498,103.955322,1456.890015,16.334
2012-09-25,925.42,18694.410156,2029.292969,584.210693,102.702919,1441.589966,16.34
2012-09-26,920.28,18632.169922,2004.171997,575.449585,102.95945,1433.319946,16.479
2012-09-27,921.94,18579.5,2056.322998,576.146912,103.215912,1447.150024,16.299999
2012-09-28,922.2,18762.740234,2086.168945,572.960327,102.765335,1440.670044,16.473
2012-10-08,927.34,18708.980469,2074.418945,583.11554,101.607651,1455.880005,16.865999
2012-10-09,926.89,18793.359375,2115.229004,579.432007,101.03228,1441.47998,16.802999
2012-10-10,926.16,18631.099609,2119.941895,576.345581,101.579903,1432.560059,16.663
2012-10-11,928.07,18804.75,2102.86792,580.427429,101.261024,1432.839966,16.583
2012-10-12,928.35,18675.179688,2104.931885,576.644226,100.865883,1428.589966,16.646999
2012-10-15,930.12,18713.550781,2098.702881,579.13324,100.935188,1440.130005,16.497999
2012-10-16,931.63,18577.699219,2098.808105,585.305847,101.697754,1454.920044,16.348
2012-10-17,933.57,18610.769531,2105.61792,588.989502,101.226349,1460.910034,16.43
2012-10-18,934.44,18791.929688,2131.687988,590.084778,103.209,1457.339966,16.273001
2012-10-19,933.96,18682.310547,2128.302002,587.396606,102.696022,1433.189941,16.191
2012-10-22,934.11,18793.439453,2132.758057,586.301453,101.919601,1433.819946,16.157
2012-10-23,931.66,18710.019531,2114.447021,578.038025,101.094658,1413.109985,16.153999
2012-10-25,932.15,18758.630859,2101.580078,579.730591,100.519264,1412.969971,15.916
2012-10-31,930.2,18505.380859,2068.879883,577.540283,103.985435,1412.160034,16.049999
2012-11-01,931.32,18561.699219,2104.427002,585.505066,102.467247,1427.589966,16.075001
2012-11-02,932.18,18755.449219,2117.045898,586.102478,102.834663,1414.199951,15.885
2012-11-05,932.78,18762.869141,2114.0271,583.314636,101.676964,1417.26001,15.68
2012-11-06,933.86,18817.380859,2105.999023,588.093628,101.468964,1428.390015,15.8
2012-11-07,932.98,18902.410156,2105.72998,579.432007,100.560822,1394.530029,16.0
2012-11-08,932.49,18846.259766,2071.509033,578.137512,99.306114,1377.51001,15.97
2012-11-09,929.94,18683.679688,2069.066895,576.046997,98.96637,1379.849976,16.148001
2012-11-12,930.53,18670.339844,2079.272949,576.843201,98.155312,1380.030029,16.114
2012-11-15,924.21,18471.369141,2030.290039,569.376648,95.722061,1353.329956,16.129
2012-11-16,923.36,18309.369141,2014.724976,562.108887,95.999336,1359.880005,16.018
2012-11-19,926.19,18339.0,2016.982056,575.250488,96.78965,1386.890015,16.07
2012-11-20,927.65,18329.320313,2008.922974,576.843201,97.066925,1387.810059,16.09
2012-11-21,928.66,18460.380859,2030.31897,571.367676,96.463814,1391.030029,16.075001
2012-11-23,929.33,18506.570313,2027.384033,578.038025,97.219452,1409.150024,16.073
2012-11-26,931.07,18537.009766,2017.463989,575.250488,97.115433,1406.290039,16.179001
2012-11-27,932.68,18842.080078,1991.165039,575.847473,97.087746,1398.939941,16.179001
2012-11-29,935.65,19170.910156,1963.488037,582.717529,97.413574,1415.949951,15.87
2012-11-30,937.1,19339.900391,1980.116943,582.816956,97.392761,1416.180054,15.995
2012-12-03,938.68,19305.320313,1959.766968,582.916504,98.106789,1409.459961,15.994
2012-12-04,939.96,19348.119141,1975.142944,583.215088,98.69606,1407.050049,15.82
2012-12-05,942.94,19391.859375,2031.906982,585.405518,97.552177,1409.280029,15.75
2012-12-06,944.27,19486.800781,2029.237061,585.305847,98.806976,1413.939941,15.605
2012-12-07,945.64,19424.099609,2061.785889,587.396606,98.869339,1418.069946,15.695
2012-12-10,946.68,19409.689453,2083.77002,587.794922,98.702957,1418.550049,15.74
2012-12-11,948.36,19387.140625,2074.704102,588.093628,99.153603,1427.839966,15.793
2012-12-12,949.67,19355.259766,2082.726074,589.985229,99.708153,1428.47998,15.79
2012-12-13,950.07,19229.259766,2061.476074,588.890137,99.396202,1419.449951,15.599
2012-12-14,949.94,19317.25,2150.625,587.695313,99.313026,1413.579956,15.55
2012-12-17,950.36,19244.419922,2160.342041,587.296997,99.576439,1430.359985,15.51
2012-12-18,950.98,19364.75,2162.464111,589.387695,100.179543,1446.790039,15.608
2012-12-19,951.72,19476.0,2162.239014,592.57373,99.756706,1435.810059,15.362
2012-12-20,952.01,19453.919922,2168.353027,591.777283,101.670044,1443.689941,15.36
2012-12-21,950.99,19242.0,2153.310059,589.089294,101.371933,1430.150024,15.17
2012-12-24,951.37,19255.089844,2159.052979,591.229492,102.183037,1426.660034,15.375
2012-12-27,951.98,19323.800781,2205.896973,591.876892,102.453377,1418.099976,15.438
2012-12-28,951.84,19444.839844,2233.251953,588.292603,102.020393,1402.430054,15.465
2012-12-31,951.96,19426.710938,2269.12793,584.658569,102.425423,1426.189941,15.429
2013-01-04,958.67,19784.080078,2276.991943,604.321655,104.010918,1466.469971,15.277
2013-01-07,960.26,19691.419922,2285.364014,602.230957,104.185501,1461.890015,15.282
2013-01-08,961.13,19742.519531,2276.070068,601.036194,104.541748,1457.150024,15.189
2013-01-09,962.62,19666.589844,2275.340088,606.113586,104.932808,1461.02002,15.235
2013-01-10,963.63,19663.550781,2283.656982,606.910095,105.645226,1472.119995,15.21
2013-01-11,964.42,19663.640625,2242.99707,608.80188,105.540466,1472.050049,15.25
2013-01-14,965.01,19906.410156,2311.73999,607.40802,106.05735,1470.680054,15.22
2013-01-15,964.35,19986.820313,2325.681885,608.403687,106.958275,1472.339966,15.3
2013-01-16,964.6,19817.630859,2309.499023,606.213318,106.73481,1472.630005,15.388
2013-01-17,965.79,19964.029297,2284.908936,609.00061,106.623047,1480.939941,15.45
2013-01-18,966.62,20039.039063,2317.070068,610.991943,106.72081,1485.97998,15.5
2013-01-22,967.81,19981.570313,2315.138916,613.48114,107.433235,1492.560059,15.511
2013-01-23,969.16,20026.609375,2320.910889,615.273193,107.852287,1494.810059,15.49
2013-01-24,970.05,19923.779297,2302.5979,621.54541,107.859276,1494.819946,15.435
2013-01-25,970.72,20103.529297,2291.303955,623.73584,107.747513,1502.959961,15.395
2013-01-29,969.24,19990.900391,2358.977051,628.713318,108.292313,1507.839966,15.335
2013-01-30,967.52,20005.0,2382.475098,626.523315,107.139893,1501.959961,15.349
2013-01-31,965.06,19894.980469,2385.422119,622.541077,107.405312,1498.109985,15.61
2013-02-01,965.48,19781.189453,2419.02002,629.310669,107.754517,1513.170044,15.45
2013-02-04,964.37,19751.189453,2428.154053,619.852966,107.272606,1495.709961,15.456
2013-02-05,963.38,19659.820313,2433.129883,623.636292,106.553192,1511.290039,15.549
2013-02-06,963.27,19639.720703,2434.477051,625.029846,105.610313,1512.119995,15.615
2013-02-07,962.22,19580.320313,2418.530029,618.26001,105.10746,1509.390015,15.702
2013-02-08,961.81,19484.769531,2432.4021,622.04303,106.064301,1517.930054,15.665
2013-02-19,965.98,19635.720703,2382.914063,633.98999,107.314491,1530.939941,15.073
2013-02-20,966.6,19642.75,2397.177979,634.119324,106.448402,1511.949951,14.971
2013-02-21,965.58,19325.359375,2325.950928,623.765076,105.645226,1502.420044,14.688
2013-02-22,966.24,19317.009766,2314.164063,628.444458,105.798866,1515.599976,14.802
2013-02-25,967.9,19331.689453,2325.819092,629.639038,104.374062,1487.849976,14.854
2013-02-26,967.1,19015.140625,2293.341064,621.972839,104.660446,1496.939941,14.925
2013-02-27,968.11,19152.410156,2313.219971,627.448669,104.583595,1515.98999,15.245
2013-02-28,969.53,18861.539063,2365.593018,630.136841,104.059746,1514.680054,15.005
2013-03-01,969.66,18918.519531,2359.506104,631.63031,104.234375,1518.199951,14.888
2013-03-04,970.45,18877.960938,2273.404053,628.842468,103.731522,1525.199951,15.023
2013-03-05,971.93,19143.169922,2326.305908,637.305176,105.323929,1539.790039,14.9
2013-03-06,972.76,19252.609375,2347.178955,637.604187,105.316986,1541.459961,14.824
2013-03-07,973.41,19413.539063,2324.292969,638.898499,104.499794,1544.26001,14.901
2013-03-08,973.74,19683.230469,2318.611084,642.58252,104.800095,1551.180054,14.87
2013-03-11,974.51,19646.210938,2310.593018,644.672913,104.688385,1556.219971,14.91
2013-03-12,975.25,19564.919922,2286.60498,644.672913,104.513756,1552.47998,14.9
2013-03-13,975.62,19362.550781,2263.968018,643.379089,104.751213,1554.52002,14.917
2013-03-14,976.47,19570.439453,2270.2771,648.257324,105.547432,1563.22998,14.758
2013-03-15,977.3,19427.560547,2278.400879,645.170654,106.574158,1560.699951,14.808
2013-03-18,977.21,19293.199219,2240.016113,641.586853,106.029388,1552.099976,14.891
2013-03-19,977.61,19008.099609,2257.434082,640.093262,106.197006,1548.339966,14.9
2013-03-20,978.0,18884.189453,2317.375,640.590759,105.840782,1558.709961,14.986
2013-03-21,978.13,18792.869141,2324.241943,636.309692,104.967751,1545.800049,14.895
2013-03-22,978.11,18735.599609,2328.278076,636.508911,104.74424,1556.890015,14.925
2013-03-25,978.83,18681.419922,2326.715088,635.513123,104.409004,1551.689941,14.86
2013-03-26,978.94,18704.529297,2297.668945,637.305176,105.824326,1563.77002,14.785
2013-03-28,979.1,18835.769531,2236.302002,639.19696,106.028481,1569.189941,14.87
2013-04-02,980.71,19040.949219,2227.73999,646.465393,107.29599,1570.25,14.763
2013-04-03,981.13,18801.640625,2225.294922,640.292297,106.95797,1553.689941,14.459
2013-04-08,981.49,18437.779297,2211.592041,626.253723,110.823654,1563.069946,14.697
2013-04-09,982.52,18226.480469,2225.773926,630.734131,109.704063,1568.609985,14.6
2013-04-10,984.42,18414.449219,2226.125977,637.703674,109.471733,1587.72998,14.582
2013-04-11,986.57,18542.199219,2219.552979,640.093262,110.351936,1593.369995,14.306
2013-04-12,987.28,18242.560547,2206.780029,637.504456,111.351738,1588.849976,14.259
2013-04-15,986.34,18357.800781,2181.940918,632.725525,109.147804,1552.359985,13.4
2013-04-16,986.39,18744.929688,2194.844971,628.742676,110.485664,1574.569946,12.7
2013-04-17,985.83,18731.160156,2193.795898,623.167236,108.471886,1552.01001,12.755
2013-04-18,986.0,19016.460938,2197.602051,622.968384,108.443695,1541.609985,12.82
2013-04-22,987.49,19169.830078,2242.168945,626.552673,108.436661,1562.5,13.304
2013-04-23,989.22,19179.359375,2184.538086,638.898499,108.345108,1578.780029,13.41
2013-04-26,993.65,19286.720703,2177.912109,641.686218,107.549393,1582.23999,13.817
2013-05-02,1001.55,19735.769531,2174.123047,646.066895,108.999939,1597.589966,13.61
2013-05-03,1003.61,19575.640625,2205.49707,652.140259,108.978859,1614.420044,13.85
2013-05-07,1006.89,19888.949219,2235.574951,655.425903,111.077164,1625.959961,13.8
2013-05-08,1007.18,19990.179688,2246.300049,658.811035,111.76017,1632.689941,13.71
2013-05-09,1007.51,19939.039063,2232.970947,660.304626,112.027733,1626.670044,13.815
2013-05-10,1006.2,20082.619141,2246.831055,662.494934,114.055649,1633.699951,13.95
2013-05-13,1003.92,19691.669922,2241.919922,662.793579,115.379417,1633.77002,13.789
2013-05-14,1003.1,19722.289063,2217.01001,668.269531,116.013107,1650.339966,13.916
2013-05-15,1002.69,20212.960938,2224.797119,669.763184,116.738365,1658.780029,13.8
2013-05-16,1002.81,20247.330078,2251.804932,668.767395,117.365028,1650.469971,13.565
2013-05-17,1002.8,20286.119141,2282.870117,673.048706,118.470528,1667.469971,13.669
2013-05-20,1003.86,20223.980469,2299.986084,676.035706,118.984589,1666.290039,13.25
2013-05-21,1004.13,20111.609375,2305.114014,680.715149,120.033691,1669.160034,13.7
2013-05-22,1004.18,20062.240234,2302.403076,684.89679,118.097366,1655.349976,13.59
2013-05-23,1000.46,19674.330078,2275.666992,672.451111,115.696251,1650.51001,13.75
2013-05-24,999.85,19704.330078,2288.531982,666.676636,115.407585,1649.599976,13.862
2013-05-28,999.75,20160.820313,2321.318115,677.728088,115.154099,1660.060059,13.85
2013-05-29,994.55,20147.640625,2324.01709,657.20105,113.457115,1648.359985,13.9
2013-05-30,994.34,20215.400391,2317.749023,659.591003,111.485573,1654.410034,13.97
2013-05-31,992.41,19760.300781,2300.594971,652.322021,110.647652,1630.73999,14.151
2013-06-03,988.88,19610.480469,2299.251953,647.343079,111.217972,1640.420044,13.956
2013-06-04,987.45,19545.779297,2272.416992,650.131042,109.802658,1631.380005,13.991
2013-06-05,980.64,19568.220703,2270.929932,637.385376,108.753479,1608.900024,14.04
2013-06-06,979.56,19519.490234,2242.110107,629.220398,109.9646,1622.560059,14.24
2013-06-07,984.45,19429.230469,2210.897949,636.588989,109.809662,1643.380005,14.299
2013-06-13,976.45,18827.160156,2148.35498,628.125,110.61248,1636.359985,14.077
2013-06-14,979.75,19177.929688,2162.041016,628.324036,110.337814,1626.72998,13.9
2013-06-17,981.93,19325.869141,2156.215088,630.813538,109.450584,1639.040039,13.885
2013-06-18,982.16,19223.279297,2159.291016,634.59729,109.577339,1651.810059,13.939
2013-06-19,981.84,19245.699219,2143.454102,633.10376,107.317032,1628.930054,13.85
2013-06-20,969.27,18719.289063,2084.020996,613.985229,104.514587,1588.189941,13.999
2013-06-21,967.01,18774.240234,2073.094971,609.802856,107.45089,1592.430054,13.45
2013-06-24,956.93,18540.890625,1963.234985,600.641846,108.091576,1573.089966,13.424
2013-06-25,955.62,18629.150391,1959.508057,608.110352,110.196991,1588.030029,13.3
2013-06-26,959.19,18552.119141,1951.494995,614.582825,110.942123,1603.26001,12.95
2013-06-27,963.83,18875.949219,1950.011963,622.349365,113.610298,1613.199951,12.85
2013-06-28,965.87,19395.810547,1979.206055,619.561401,112.772896,1606.280029,12.56
2013-07-01,967.6,19577.390625,1995.241943,628.423767,112.936089,1614.959961,13.028
2013-07-02,968.52,19463.820313,2006.560059,628.125,114.050232,1614.079956,13.203
2013-07-03,967.85,19177.759766,1994.267944,621.353699,113.035461,1615.410034,13.19
2013-07-05,965.81,19495.820313,2007.198975,635.195007,112.503242,1631.890015,13.131
2013-07-08,965.46,19324.769531,1958.272949,642.46405,113.298004,1640.459961,13.0
2013-07-09,968.12,19439.480469,1965.453979,649.234985,115.497833,1652.319946,13.286
2013-07-10,969.63,19294.119141,2008.125977,647.841003,115.67527,1652.619995,12.7
2013-07-11,975.51,19676.060547,2072.990967,651.724548,118.989204,1675.02002,13.45
2013-07-12,978.05,19958.470703,2039.485962,650.828369,117.718979,1680.189941,13.484
2013-07-15,980.55,20034.480469,2059.389893,655.110107,117.768623,1682.5,13.65
2013-07-16,983.02,19851.230469,2065.719971,652.819885,118.229927,1676.26001,13.455
2013-07-17,985.64,19948.730469,2044.921997,654.711975,119.578148,1680.910034,13.489
2013-07-18,989.01,20128.410156,2023.395996,660.487,119.677505,1689.369995,13.382
2013-07-19,990.58,20149.849609,1992.647949,660.088806,119.762672,1692.089966,13.564
2013-07-22,992.03,20159.119141,2004.761963,659.491699,120.351639,1695.530029,13.86
2013-07-23,992.56,20302.130859,2043.875977,656.504028,118.825966,1692.390015,13.853
2013-07-24,989.32,20090.679688,2033.328979,659.192505,115.93782,1685.939941,13.952
2013-07-25,985.62,19804.759766,2021.17395,655.010498,116.739746,1690.25,13.909
2013-07-26,984.95,19748.189453,2010.849976,651.923523,118.073746,1691.650024,13.915
2013-07-29,985.29,19593.279297,1976.30603,652.421753,116.044228,1685.329956,13.83
2013-07-30,985.56,19348.339844,1990.063965,653.417175,116.413261,1685.959961,14.09
2013-07-31,984.42,19345.699219,1993.79895,658.396179,114.454742,1685.72998,14.219
2013-08-01,984.13,19317.189453,2029.067017,664.868713,114.199226,1706.869995,14.196
2013-08-02,983.05,19164.019531,2029.417969,661.582642,112.155525,1709.670044,13.948
2013-08-05,983.02,19182.259766,2050.480957,659.192505,112.581291,1707.140015,14.269
2013-08-06,982.1,18733.039063,2060.5,657.400208,112.027809,1697.369995,13.85
2013-08-07,981.03,18664.880859,2046.777954,650.031433,111.715561,1690.910034,13.75
2013-08-08,981.82,18789.339844,2044.89502,652.023132,110.778839,1697.47998,13.709
2013-08-12,982.39,18946.980469,2101.282959,656.504028,111.098221,1689.469971,13.935
2013-08-13,981.77,19229.839844,2106.156006,660.686462,109.352509,1694.160034,14.073
2013-08-14,981.78,19367.589844,2100.136963,659.989258,108.515182,1685.390015,14.009
2013-08-16,978.87,18598.179688,2068.451904,650.230774,102.852409,1655.829956,14.363
2013-08-19,977.28,18307.519531,2085.602051,647.243347,102.653725,1646.060059,14.44
2013-08-20,976.05,18246.039063,2072.594971,646.944946,104.477425,1652.349976,14.456
2013-08-21,975.33,17905.910156,2072.960938,640.770996,103.675591,1642.800049,14.526
2013-08-22,974.58,18312.939453,2067.124023,646.74585,104.562599,1656.959961,14.6
2013-08-23,975.56,18519.439453,2057.458008,651.027222,104.562599,1663.5,14.73
2013-08-27,976.73,17968.080078,2103.565918,646.44696,103.647186,1630.47998,15.08
2013-08-28,976.64,17996.150391,2101.301025,639.528503,102.71759,1634.959961,15.33
2013-08-29,977.48,18401.039063,2097.227051,645.20459,102.504684,1638.170044,15.101
2013-09-03,979.63,18234.660156,2123.112061,643.810303,100.404236,1639.77002,14.85
2013-09-04,979.16,18567.550781,2127.61792,645.105164,101.915703,1653.079956,14.914
2013-09-05,977.64,18979.759766,2122.429932,650.482727,100.844154,1655.079956,14.56
2013-09-06,978.12,19270.060547,2139.99292,651.876831,102.476273,1655.170044,14.444
2013-09-10,979.59,19997.099609,2237.983887,655.959778,106.159218,1683.98999,14.218
2013-09-11,980.38,19997.449219,2241.268066,656.656921,106.868881,1689.130005,14.108
2013-09-12,981.84,19781.880859,2255.604004,656.756653,106.365051,1683.420044,14.112
2013-09-13,982.36,19732.759766,2236.217041,655.66095,106.939835,1687.98999,13.7
2013-09-16,985.5,19742.470703,2231.400879,659.644348,107.791382,1697.599976,13.719
2013-09-17,985.71,19804.029297,2185.560059,654.465942,107.365593,1704.76001,13.589
2013-09-18,987.39,19962.160156,2191.851074,652.573914,111.538139,1725.52002,13.365
2013-09-23,991.52,19900.960938,2221.043945,652.573914,106.975296,1701.839966,13.509
2013-09-24,991.38,19920.210938,2207.531006,653.968018,105.492188,1697.420044,13.6
2013-09-25,990.69,19856.240234,2198.514893,651.876831,106.691467,1692.77002,13.618
2013-09-26,990.48,19893.849609,2155.809082,652.77301,107.192253,1698.670044,13.679
2013-09-27,989.44,19727.269531,2160.0271,647.295837,107.013367,1691.75,13.646
2013-09-30,988.02,19379.769531,2174.665039,642.018005,105.661308,1681.550049,13.83
2013-10-08,993.36,19983.609375,2198.198975,632.258728,107.185089,1655.449951,13.529
2013-10-09,993.19,20249.259766,2211.769043,629.968506,106.720039,1656.400024,13.462
2013-10-10,994.65,20272.910156,2190.928955,639.528503,110.368507,1692.560059,13.33
2013-10-11,995.39,20528.589844,2228.145996,644.009521,110.812012,1703.199951,13.158
2013-10-14,995.98,20607.539063,2237.772949,645.801941,110.926498,1710.140015,12.905
2013-10-15,997.01,20547.619141,2233.412109,650.482727,111.341415,1698.060059,12.855
2013-10-17,1001.75,20415.509766,2188.541992,653.171387,114.954063,1733.150024,12.911
2013-10-18,1004.46,20882.890625,2193.780029,657.75238,114.496223,1744.5,13.156
2013-10-21,1006.35,20893.890625,2229.237061,661.636108,114.38176,1744.660034,13.13
2013-10-22,1007.78,20864.970703,2210.6521,664.822937,114.682205,1754.670044,13.096
2013-10-23,1008.49,20767.880859,2183.106934,663.229126,115.376129,1746.380005,13.35
2013-10-24,1009.55,20725.429688,2164.322021,666.615234,114.410362,1752.069946,13.347
2013-10-25,1009.78,20683.519531,2132.955078,667.710632,116.756836,1759.77002,13.49
2013-10-28,1010.85,20570.279297,2133.868896,668.706604,116.327576,1762.109985,13.53
2013-10-29,1011.28,20929.009766,2128.864014,673.785461,116.062897,1771.949951,13.701
2013-10-30,1012.21,21033.970703,2160.462891,673.386841,114.904037,1763.310059,13.625
2013-10-31,1012.31,21164.519531,2141.614014,668.805908,115.17585,1756.540039,13.553
2013-11-01,1012.39,21196.810547,2149.562012,668.407715,117.243294,1761.640015,13.47
2013-11-05,1011.53,20974.789063,2157.23999,669.80188,114.639313,1762.969971,13.353
2013-11-06,1011.75,20894.939453,2139.606934,670.100586,114.174286,1770.48999,13.31
2013-11-07,1012.58,20822.769531,2129.399902,666.216736,112.464569,1747.150024,13.334
2013-11-08,1009.2,20666.150391,2106.126953,667.511475,110.876442,1770.609985,13.338
2013-11-11,1009.79,20490.960938,2109.470947,668.507446,111.956604,1771.890015,13.212
2013-11-12,1008.74,20281.910156,2126.771973,669.104736,112.199867,1767.689941,13.15
2013-11-13,1007.83,20194.400391,2087.940918,660.540527,115.469139,1782.0,13.05
2013-11-14,1009.54,20399.419922,2100.506104,663.528015,114.424637,1790.619995,13.284
2013-11-18,1012.45,20850.740234,2197.218994,669.00531,112.993935,1791.530029,13.165
2013-11-19,1012.87,20890.820313,2193.125,666.615234,110.854942,1787.869995,13.086
2013-11-20,1013.15,20635.130859,2206.613037,665.818665,109.538658,1781.369995,13.01
2013-11-21,1012.16,20229.050781,2205.766113,665.221069,110.554489,1795.849976,12.89
2013-11-22,1013.2,20217.390625,2196.37793,664.822937,109.588722,1804.76001,13.099
2013-11-25,1014.95,20605.080078,2186.11499,667.212585,109.087959,1802.47998,13.0
2013-11-26,1015.69,20425.019531,2183.072998,660.938904,108.751755,1802.75,13.1
2013-11-27,1016.31,20420.259766,2201.070068,657.902832,109.488586,1807.22998,13.077
2013-11-29,1016.75,20791.929688,2220.503906,657.006531,108.601494,1805.810059,13.16
2013-12-02,1017.17,20898.009766,2207.371094,652.62439,108.937744,1800.900024,13.15
2013-12-03,1017.23,20854.919922,2222.669922,646.648804,110.189674,1795.150024,12.92
2013-12-04,1016.68,20708.710938,2251.761963,644.458069,107.771675,1792.810059,12.948
2013-12-05,1016.8,20957.810547,2247.062988,643.362549,110.325584,1785.030029,13.178
2013-12-06,1017.29,20996.529297,2237.10791,648.342163,110.153862,1805.089966,13.063
2013-12-09,1018.46,21326.419922,2238.199951,648.740417,110.354195,1808.369995,12.98
2013-12-10,1019.22,21255.259766,2237.491943,645.454041,109.188103,1802.619995,13.136
2013-12-11,1019.47,21171.410156,2204.166016,644.159363,106.305161,1782.219971,13.25
2013-12-12,1018.71,20925.609375,2202.795898,637.984558,104.638313,1775.5,13.375
2013-12-13,1018.36,20715.580078,2196.074951,636.78949,103.736931,1775.319946,13.225
2013-12-16,1019.01,20659.519531,2160.861084,645.254639,103.529472,1786.540039,13.264
2013-12-17,1018.83,20612.140625,2151.079102,642.067749,104.094635,1781.0,13.347
2013-12-18,1018.74,20859.859375,2148.284912,642.565979,105.661308,1810.650024,13.29
2013-12-19,1019.44,20708.619141,2127.791992,651.429504,102.141632,1809.599976,13.303
2013-12-20,1020.04,21079.720703,2084.793945,652.823792,101.669495,1818.319946,12.96
2013-12-23,1020.88,21101.029297,2089.707031,660.890747,103.186127,1827.98999,12.906
2013-12-24,1020.98,21032.710938,2092.905029,661.687378,103.293404,1833.319946,12.928
2013-12-27,1021.28,21193.580078,2101.250977,668.359863,103.701202,1841.400024,13.112
2013-12-30,1022.13,21143.009766,2097.529053,666.467834,103.715599,1841.069946,13.146
2013-12-31,1022.59,21170.679688,2115.978027,664.276794,103.528046,1848.359985,12.911
2014-01-02,1023.78,20888.330078,2109.386963,664.475769,105.540741,1831.97998,13.18
2014-01-03,1024.33,20851.330078,2083.13501,665.172974,106.90416,1831.369995,13.2
2014-01-06,1025.96,20787.300781,2045.708984,665.870239,107.466866,1826.77002,13.3
2014-01-07,1027.68,20693.240234,2047.317017,668.160828,108.419151,1837.880005,13.355
2014-01-08,1027.96,20729.380859,2044.339966,664.475769,107.712151,1837.48999,13.195
2014-01-09,1028.21,20713.369141,2027.621948,661.288879,107.805931,1838.130005,13.26
2014-01-10,1029.36,20758.490234,2013.297974,665.870239,108.974609,1842.369995,13.315
2014-01-13,1030.56,21134.210938,2009.563965,667.662842,109.198196,1819.199951,13.272
2014-01-14,1030.92,21032.880859,2026.842041,669.057251,110.071136,1838.880005,13.312
2014-01-15,1031.95,21289.490234,2023.348022,674.734009,110.316376,1848.380005,13.347
2014-01-16,1032.71,21265.179688,2023.70105,673.937012,110.915184,1845.890015,13.55
2014-01-17,1033.41,21063.619141,2004.948975,675.431152,110.525612,1838.699951,13.562
2014-01-21,1034.41,21251.119141,2008.312988,676.028564,111.420151,1843.800049,13.664
2014-01-22,1034.7,21337.669922,2051.749023,675.530762,111.925117,1844.859985,13.508
2014-01-23,1033.95,21373.660156,2042.180054,670.052979,111.557198,1828.459961,13.488
2014-01-24,1030.48,21133.560547,2054.39209,659.197449,110.071136,1790.290039,13.9
2014-01-28,1030.17,20683.509766,2038.512939,650.433777,110.460693,1792.5,13.799
2014-01-29,1029.81,20647.300781,2049.914063,647.146851,110.330849,1774.199951,13.671
2014-01-30,1030.61,20498.25,2033.083008,646.947876,112.805222,1794.189941,13.671
2014-02-07,1032.7,20376.560547,2044.496948,651.529053,119.312279,1797.02002,13.573
2014-02-10,1034.24,20334.269531,2086.066895,653.122375,120.322227,1799.839966,13.61
2014-02-11,1036.08,20363.369141,2103.670898,660.093811,120.711838,1819.75,13.726
2014-02-12,1037.33,20448.490234,2109.955078,661.587891,120.242851,1819.26001,13.64
2014-02-13,1037.61,20193.349609,2098.400879,660.3927,120.170685,1829.829956,13.64
2014-02-14,1038.35,20366.820313,2115.8479,660.691589,119.889374,1838.630005,13.965
2014-02-18,1040.54,20634.210938,2119.065918,674.534851,120.141914,1840.76001,14.034
2014-02-19,1041.97,20722.970703,2142.553955,675.331299,119.514244,1828.75,14.025
2014-02-20,1042.55,20536.640625,2138.781982,675.630371,118.468231,1839.780029,14.105
2014-02-21,1043.75,20700.75,2113.693115,679.315186,119.543083,1836.25,14.069
2014-02-24,1045.48,20811.439453,2076.686035,682.10376,120.026482,1847.609985,14.176
2014-02-25,1047.13,20852.470703,2034.218994,684.991882,120.408791,1845.119995,14.182
