,BAMLHYH0A0HYM2TRIV,^BSESN,China_EQ,ISF.L,ESS,^GSPC,GOLD.AX
2016-10-18,1161.86,28050.880859,3083.875,689.209167,161.448669,2139.600098,15.754
2016-10-19,1164.43,27984.369141,3084.718994,690.804565,162.124893,2144.290039,15.641
2016-10-20,1165.9,28129.839844,3084.458008,692.200073,161.293167,2141.340088,15.768
2016-10-21,1165.76,28077.179688,3090.940918,690.903992,160.64798,2141.159912,15.75
2016-10-24,1167.06,28179.080078,3128.24707,687.315063,159.621902,2151.330078,15.788
2016-10-25,1167.12,28091.419922,3131.938965,690.903992,159.054443,2143.159912,15.79
2016-10-26,1164.36,27836.509766,3116.312012,685.121643,161.277649,2139.429932,15.78
2016-10-27,1162.04,27915.900391,3112.350098,688.910034,160.010574,2133.040039,15.808
2016-10-28,1159.68,27941.509766,3104.27002,689.707642,162.66124,2126.409912,15.91
2016-11-01,1151.57,27876.609375,3122.436035,681.133667,165.793839,2111.719971,15.864
2016-11-02,1147.74,27527.220703,3102.73291,675.351257,167.457291,2097.939941,16.124001
2016-11-03,1147.79,27430.279297,3128.936035,669.668518,169.727066,2088.659912,16.249001
2016-11-04,1146.56,27274.150391,3125.316895,659.79834,171.110641,2085.179932,16.195
2016-11-07,1152.73,27458.990234,3133.333008,672.16095,171.032913,2131.52002,16.0
2016-11-08,1152.31,27591.140625,3147.887939,675.450928,173.131653,2139.560059,15.899
2016-11-09,1149.26,27252.529297,3128.370117,682.429749,168.506683,2163.26001,16.799999
2016-11-10,1146.02,27517.679688,3171.281982,676.747009,165.887115,2167.47998,15.938
2016-11-11,1146.23,26818.820313,3196.043945,666.577759,167.379562,2164.449951,15.75
2016-11-15,1141.49,26304.630859,3206.986084,672.460022,166.959824,2180.389893,15.572
2016-11-16,1142.0,26298.689453,3205.056885,668.471985,167.325165,2176.939941,15.476
2016-11-17,1143.93,26227.619141,3208.452881,673.456787,165.327408,2187.120117,15.57
2016-11-18,1142.25,26150.240234,3192.855957,671.762146,165.529495,2181.899902,15.532
2016-11-21,1144.44,25765.140625,3218.147949,671.861694,163.485214,2198.179932,15.716
2016-11-22,1148.27,25960.779297,3248.352051,676.049072,166.56337,2202.939941,15.625
2016-11-23,1148.58,26051.810547,3241.136963,676.248291,164.480164,2204.719971,15.559
2016-11-25,1148.91,26316.339844,3261.937988,678.840637,165.436264,2213.350098,15.121
2016-11-28,1150.54,26350.169922,3277.0,674.553528,167.402863,2201.719971,15.125
2016-11-29,1149.87,26394.009766,3282.924072,672.559631,167.799316,2204.659912,15.152
2016-11-30,1151.67,26652.810547,3250.033936,673.656433,167.838135,2198.810059,15.13
2016-12-01,1151.78,26559.919922,3273.309082,670.864746,164.969833,2191.080078,15.04
2016-12-02,1152.54,26230.660156,3243.843018,668.671631,166.734406,2191.949951,15.001
2016-12-05,1155.24,26349.099609,3204.708984,669.768066,166.3302,2204.709961,15.001
2016-12-06,1158.84,26392.759766,3199.646973,673.357239,166.477844,2212.22998,15.049
2016-12-07,1163.63,26236.869141,3222.241943,685.221313,169.190689,2241.350098,14.949
2016-12-08,1165.36,26694.279297,3215.365967,688.411621,170.403305,2246.189941,14.95
2016-12-09,1167.4,26747.179688,3232.883057,691.003784,170.037979,2259.530029,14.9
2016-12-12,1169.31,26515.240234,3152.969971,684.323975,170.185684,2256.959961,14.764
2016-12-13,1170.96,26697.820313,3155.037109,692.200073,170.232315,2271.719971,14.718
2016-12-14,1170.96,26602.839844,3140.531006,689.906982,170.830841,2253.280029,14.73
2016-12-15,1166.26,26519.070313,3117.677002,689.757996,172.160049,2262.030029,14.63
2016-12-16,1165.84,26489.560547,3122.981934,690.45575,176.450836,2258.070068,14.584
2016-12-19,1167.06,26374.699219,3118.084961,692.250549,177.989899,2262.530029,14.876
2016-12-20,1167.69,26307.980469,3102.875977,695.142029,178.479599,2270.76001,14.85
2016-12-21,1168.89,26242.380859,3137.429932,694.145081,176.901672,2265.179932,14.848
2016-12-22,1169.79,25979.599609,3139.558105,696.238892,178.464111,2260.959961,14.836
2016-12-23,1170.8,26040.699219,3110.154053,700.725647,179.303604,2263.790039,14.932
2016-12-28,1173.15,26210.679688,3102.236084,700.326599,178.121292,2249.919922,15.0
2016-12-29,1173.81,26366.150391,3096.096924,701.423462,179.663376,2249.26001,15.15
2016-12-30,1174.31,26626.460938,3103.636963,699.13031,181.996017,2238.830078,15.228
2017-01-03,1177.47,26643.240234,3135.920898,706.807617,179.452057,2257.830078,15.186
2017-01-04,1181.77,26633.130859,3158.793945,707.206238,180.845398,2270.75,15.235
2017-01-05,1184.47,26878.240234,3165.410889,707.904297,182.199585,2269.0,15.284
2017-01-06,1185.21,26759.230469,3154.321045,709.200378,182.966721,2276.97998,15.3
2017-01-09,1185.75,26726.550781,3171.236084,711.892334,180.610535,2268.899902,15.282
2017-01-10,1187.02,26899.560547,3161.670898,715.282532,180.117371,2268.899902,15.284
2017-01-11,1186.43,27140.410156,3136.753906,716.977417,177.58902,2275.320068,15.3
2017-01-12,1186.11,27247.160156,3119.289063,717.476013,178.810104,2270.439941,15.25
2017-01-13,1186.93,27238.060547,3112.763916,721.962585,178.473541,2274.639893,15.168
2017-01-17,1187.54,27235.660156,3108.774902,710.596375,179.710281,2267.889893,15.31
2017-01-18,1187.07,27257.640625,3113.011963,713.188599,178.395233,2271.889893,15.296
2017-01-19,1185.96,27308.599609,3101.299072,710.097717,177.432419,2263.689941,15.193
2017-01-20,1185.29,27034.5,3123.138916,708.701904,178.896271,2271.310059,15.15
2017-01-23,1185.17,27117.339844,3136.774902,704.514343,180.907974,2265.199951,15.28
2017-01-24,1186.44,27375.580078,3142.552979,705.112549,177.463776,2280.070068,15.265
2017-01-25,1189.11,27708.140625,3149.554932,706.009644,176.790543,2298.370117,15.195
2017-02-03,1195.37,28240.519531,3140.169922,708.203308,174.622284,2297.419922,15.058
2017-02-06,1196.46,28439.279297,3156.983887,706.20929,174.692734,2292.560059,15.188
2017-02-07,1196.82,28335.160156,3153.087891,707.704834,175.311081,2293.080078,15.3
2017-02-08,1195.56,28289.919922,3166.981934,708.303101,178.528336,2294.669922,15.44
2017-02-09,1195.67,28329.699219,3183.178955,712.789856,177.338547,2307.870117,15.54
2017-02-10,1196.58,28334.25,3196.698975,715.481689,178.771011,2316.100098,15.222
2017-02-13,1198.03,28351.619141,3216.839111,717.575684,177.463776,2328.25,15.25
2017-02-14,1198.62,28339.310547,3217.927979,716.379028,176.923676,2337.580078,15.25
2017-02-15,1199.26,28155.560547,3212.986084,719.868835,176.461777,2349.25,15.168
2017-02-16,1199.26,28301.269531,3229.61792,719.3703,178.379608,2347.219971,15.245
2017-02-17,1198.94,28468.75,3202.075928,722.062134,178.551865,2351.159912,15.32
2017-02-21,1202.01,28761.589844,3253.325928,719.669434,180.798386,2365.379883,15.285
2017-02-22,1203.71,28864.710938,3261.218018,721.463928,179.64772,2362.820068,15.367
2017-02-23,1205.6,28892.970703,3251.375,721.962585,181.275894,2363.810059,15.361
2017-02-27,1207.58,28812.880859,3228.659912,720.666504,183.42067,2369.75,15.598
2017-02-28,1208.66,28743.320313,3241.73291,720.367493,183.71817,2363.639893,15.528
2017-03-01,1211.78,28984.490234,3246.934082,732.132629,182.089966,2395.959961,15.479
2017-03-02,1211.21,28839.789063,3230.028076,734.126709,181.401154,2381.919922,15.465
2017-03-03,1209.55,28832.449219,3218.312012,732.431396,180.46962,2383.120117,15.492
2017-03-06,1207.4,29048.189453,3233.865967,730.337952,181.15062,2375.310059,15.472
2017-03-07,1203.76,28999.560547,3242.406006,728.343689,182.935394,2368.389893,15.308
2017-03-08,1199.64,28901.939453,3240.665039,728.44342,180.516586,2362.97998,15.23
2017-03-09,1194.14,28929.130859,3216.746094,727.346619,176.853149,2364.870117,15.251
2017-03-10,1194.75,28946.230469,3212.76001,729.639954,175.538116,2372.600098,15.155
2017-03-14,1187.24,29442.630859,3239.327881,731.3349,176.211349,2365.449951,15.152
2017-03-15,1192.01,29398.109375,3241.76001,731.833313,181.706451,2385.26001,15.1
2017-03-16,1197.61,29585.849609,3268.935059,731.59552,182.356094,2381.379883,15.144
2017-03-17,1197.43,29648.990234,3237.447021,731.59552,182.504868,2378.25,15.179
2017-03-20,1196.51,29518.740234,3250.808105,733.19104,182.473511,2373.469971,15.178
2017-03-21,1194.7,29485.449219,3261.611084,728.704041,182.857101,2344.02002,15.155
2017-03-22,1190.98,29167.679688,3245.219971,723.917664,184.195663,2348.449951,15.42
2017-03-23,1192.88,29332.160156,3248.550049,725.612915,185.338516,2345.959961,15.486
2017-03-24,1194.95,29421.400391,3269.445068,724.914795,185.244568,2343.97998,15.498
2017-03-27,1193.93,29237.150391,3266.955078,720.228394,182.747467,2341.590088,15.629
2017-03-28,1197.18,29409.519531,3252.947998,724.615601,182.38739,2358.570068,15.65
2017-03-29,1201.55,29531.429688,3241.313965,728.504395,182.978928,2361.129883,15.513
2017-03-30,1205.04,29647.419922,3210.237061,728.704041,183.428467,2368.060059,15.477
2017-03-31,1206.12,29620.5,3222.513916,723.419006,182.608276,2362.719971,15.45
2017-04-05,1208.76,29974.240234,3270.304932,723.818054,182.482071,2352.949951,15.722
2017-04-06,1208.66,29927.339844,3281.004883,721.424927,183.16037,2357.48999,15.78
2017-04-07,1209.6,29706.609375,3286.615967,726.609802,184.098923,2355.540039,15.98
2017-04-10,1210.69,29575.740234,3269.393066,727.108459,185.558029,2357.159912,15.916
2017-04-11,1210.24,29788.349609,3288.966064,728.704041,186.756836,2353.780029,15.943
2017-04-12,1209.6,29643.480469,3273.830078,727.407593,185.147873,2344.929932,16.191999
2017-04-13,1209.4,29461.449219,3275.959961,725.313599,184.21727,2328.949951,16.114
2017-04-18,1209.1,29319.099609,3196.712891,707.365479,186.875168,2342.189941,16.153
2017-04-19,1210.55,29336.570313,3170.687012,704.374023,185.518631,2338.169922,16.233
2017-04-20,1210.81,29422.390625,3172.100098,705.570496,185.392395,2355.840088,16.216
2017-04-21,1211.6,29365.300781,3173.150879,703.775452,185.731552,2348.689941,16.191999
2017-04-24,1214.69,29655.839844,3129.531006,719.131409,184.75354,2374.149902,16.007
2017-04-26,1217.88,30133.349609,3140.846924,721.225464,190.100922,2387.449951,15.997
2017-04-27,1218.02,30029.740234,3152.187012,717.336548,190.424316,2388.77002,16.114
2017-04-28,1219.37,29918.400391,3154.657959,713.348267,192.814072,2384.199951,16.118
2017-05-02,1221.05,29921.179688,3143.711914,717.436401,196.032028,2391.169922,15.867
2017-05-03,1221.14,29894.800781,3135.345947,716.439026,195.235428,2388.129883,15.955
2017-05-04,1218.3,30126.210938,3127.368896,718.134338,197.562088,2389.52002,15.919
2017-05-05,1217.61,29858.800781,3103.038086,722.820862,197.467438,2399.290039,15.936
2017-05-08,1218.31,29926.150391,3078.613037,723.518677,197.065231,2399.379883,15.816
2017-05-09,1219.54,29933.25,3080.5271,727.008728,197.514709,2396.919922,15.898
2017-05-10,1220.51,30248.169922,3052.784912,731.097229,198.200943,2399.629883,15.798
2017-05-11,1221.41,30250.980469,3061.5,732.692444,198.224564,2394.439941,15.807
2017-05-12,1221.89,30188.150391,3083.512939,737.378906,199.281403,2390.899902,15.815
2017-05-15,1223.95,30322.119141,3090.229004,739.373047,200.275223,2402.320068,15.827
2017-05-16,1224.94,30582.599609,3112.964111,745.45575,200.590698,2400.669922,15.8
2017-05-17,1223.55,30658.769531,3104.441895,743.661072,200.125366,2357.030029,15.896
2017-05-18,1222.35,30434.789063,3090.138916,740.07135,201.813187,2365.719971,16.02
2017-05-19,1225.28,30464.919922,3090.631104,744.159485,200.764221,2381.72998,15.986
2017-05-22,1227.07,30570.970703,3075.676025,747.051147,200.795746,2394.02002,15.972
2017-05-23,1228.22,30365.25,3061.947021,745.355835,198.697815,2398.419922,15.975
2017-05-24,1228.78,30301.640625,3064.075928,748.94574,202.562439,2404.389893,15.91
2017-05-25,1229.54,30750.029297,3107.831055,749.14502,202.136551,2415.070068,15.9
2017-05-26,1229.33,31028.210938,3110.059082,751.937195,202.144379,2415.820068,16.1
2017-05-31,1230.68,31145.800781,3117.177979,747.749023,202.633423,2411.800049,16.1
2017-06-01,1232.08,31137.589844,3102.623047,751.638062,203.871643,2430.060059,16.299999
2017-06-02,1233.33,31273.289063,3105.540039,751.239197,207.136963,2439.070068,16.222
2017-06-05,1233.9,31309.490234,3091.656006,749.244751,209.897446,2436.100098,16.305
2017-06-06,1233.78,31190.560547,3102.125977,750.042664,207.192123,2429.330078,16.299999
2017-06-07,1232.6,31271.279297,3140.324951,744.458496,207.886154,2433.139893,16.264999
2017-06-08,1231.39,31213.359375,3150.333984,742.265015,209.542435,2433.790039,16.200001
2017-06-09,1232.19,31262.060547,3158.399902,750.241943,209.976242,2431.77002,16.066
2017-06-13,1234.59,31103.490234,3153.74292,748.546936,206.884552,2440.350098,15.926
2017-06-14,1235.07,31155.910156,3130.674072,746.353271,207.042282,2437.919922,15.949
2017-06-15,1233.45,31075.730469,3132.486084,731.488525,208.036041,2432.459961,15.751
2017-06-16,1232.55,31056.400391,3123.166016,735.876343,210.031403,2433.149902,15.71
2017-06-19,1233.71,31311.570313,3144.374023,741.760193,211.67981,2453.459961,15.592
2017-06-20,1230.95,31297.529297,3140.013916,736.375061,210.678192,2437.030029,15.528
2017-06-21,1227.98,31283.640625,3156.211914,733.682434,210.181335,2435.610107,15.626
2017-06-22,1227.47,31290.740234,3147.452881,732.884644,208.162231,2434.5,15.75
2017-06-23,1228.34,31138.210938,3157.873047,730.989807,209.629181,2438.300049,15.716
2017-06-27,1231.16,30958.25,3191.197021,732.784973,205.472794,2419.379883,15.559
2017-06-28,1231.48,30834.320313,3173.200928,728.097778,206.639969,2440.689941,15.58
2017-06-29,1231.57,30857.519531,3188.062988,724.607361,206.592346,2419.699951,15.52
2017-06-30,1231.98,30921.609375,3192.427002,721.017151,204.281693,2423.409912,15.366
2017-07-03,1232.82,31221.619141,3195.912109,726.901184,207.43399,2429.01001,15.306
2017-07-05,1232.92,31245.560547,3207.134033,727.000793,206.227097,2432.540039,15.236
2017-07-06,1231.01,31369.339844,3212.444092,724.108826,201.709015,2409.75,15.304
2017-07-07,1228.54,31360.630859,3217.957031,725.405273,203.066818,2425.179932,15.255
2017-07-10,1229.31,31715.640625,3212.63208,727.100525,200.962631,2427.429932,15.09
2017-07-11,1229.64,31747.089844,3203.038086,722.712646,199.882736,2425.530029,15.118
2017-07-12,1232.88,31804.820313,3197.543945,731.588135,201.685181,2443.25,15.113
2017-07-13,1233.81,32037.380859,3218.163086,731.189575,200.303558,2447.830078,15.065
2017-07-14,1236.02,32020.75,3222.416992,727.698975,201.304077,2459.27002,14.924
2017-07-17,1238.72,32074.779297,3176.465088,730.491272,204.702484,2459.139893,14.954
2017-07-18,1240.16,31710.990234,3187.566895,729.094849,205.504501,2460.610107,14.872
2017-07-19,1242.12,31955.349609,3230.976074,733.881897,209.220612,2473.830078,14.809
2017-07-20,1243.66,31904.400391,3244.86499,738.868225,209.76059,2473.449951,14.829
2017-07-21,1243.37,32028.890625,3237.981934,734.679749,210.300507,2472.540039,14.94
2017-07-24,1243.88,32245.869141,3250.599121,727.599243,208.640915,2469.909912,14.99
2017-07-25,1244.88,32228.269531,3243.688965,733.682434,207.600739,2477.129883,15.002
2017-07-26,1246.15,32382.460938,3247.675049,734.779419,212.118835,2477.830078,14.976
2017-07-27,1246.06,32383.300781,3249.781006,734.28064,209.657379,2475.419922,14.876
2017-07-28,1246.24,32309.880859,3253.23999,726.801453,210.149612,2472.100098,14.97
2017-07-31,1246.19,32514.939453,3273.028076,727.898376,207.799271,2470.300049,15.07
2017-08-01,1247.44,32575.169922,3292.637939,732.884644,208.990341,2476.350098,15.05
2017-08-02,1247.52,32476.740234,3285.056885,731.588135,209.196777,2477.570068,15.072
2017-08-03,1246.96,32237.880859,3272.928955,739.466431,209.045898,2472.159912,15.103
2017-08-04,1246.56,32325.410156,3262.081055,742.358643,208.037521,2476.830078,15.134
2017-08-07,1246.79,32273.669922,3279.457031,744.752014,207.648422,2480.909912,15.044
2017-08-08,1245.96,32014.189453,3281.873047,745.151001,208.585388,2474.919922,15.095
2017-08-09,1241.46,31797.839844,3275.572998,741.361267,210.149612,2474.02002,15.251
2017-08-10,1237.87,31531.330078,3261.749023,734.580139,208.458328,2438.209961,15.4
2017-08-11,1236.76,31213.589844,3208.541016,726.302734,205.766571,2441.320068,15.522
2017-08-14,1239.41,31449.029297,3237.360107,731.189575,209.196777,2465.840088,15.456
2017-08-16,1240.06,31770.890625,3246.450928,738.668701,208.593384,2468.110107,15.382
2017-08-17,1238.89,31795.460938,3268.429932,735.976196,208.521851,2430.01001,15.386
2017-08-18,1237.21,31524.679688,3268.724121,728.995239,207.052887,2425.550049,15.446
2017-08-21,1237.67,31258.849609,3286.906006,728.995239,209.784363,2428.370117,15.394
2017-08-22,1238.57,31291.849609,3290.226074,734.87915,210.602264,2452.51001,15.392
2017-08-23,1239.03,31568.009766,3287.705078,735.377808,212.134735,2444.040039,15.432
2017-08-24,1240.3,31596.060547,3271.511963,737.173035,211.5392,2438.969971,15.49
2017-08-29,1242.51,31388.390625,3365.226074,730.890076,210.133759,2446.300049,15.756
2017-08-30,1243.62,31646.460938,3363.626953,733.084167,211.491547,2457.590088,15.562
2017-08-31,1245.87,31730.490234,3360.810059,739.566162,211.189819,2471.649902,15.66
2017-09-01,1246.5,31892.230469,3367.118896,739.965149,211.031006,2476.550049,15.753
2017-09-05,1247.19,31809.550781,3384.316895,734.081543,211.285065,2457.850098,15.902
2017-09-06,1248.57,31661.970703,3385.388916,731.289001,208.64888,2465.540039,15.889
2017-09-07,1248.8,31662.740234,3365.49707,736.773926,211.253357,2465.100098,15.854
2017-09-08,1247.9,31687.519531,3365.24292,734.87915,211.674149,2461.429932,15.823
2017-09-11,1249.03,31882.160156,3376.418945,738.269836,213.905457,2488.110107,15.726
2017-09-12,1249.49,32158.660156,3379.488037,736.674316,210.094025,2496.47998,15.66
2017-09-13,1249.66,32186.410156,3384.146973,734.28064,207.386368,2498.370117,15.704
2017-09-14,1250.53,32241.929688,3371.426025,717.018311,208.16449,2495.620117,15.657
2017-09-15,1250.58,32272.609375,3353.618896,708.341125,208.029572,2500.22998,15.761
2017-09-18,1251.98,32423.759766,3362.858887,713.12854,206.584412,2503.870117,15.554
2017-09-19,1252.66,32402.369141,3356.844971,715.123291,204.392883,2506.649902,15.538
2017-09-20,1253.59,32400.509766,3365.996094,715.123291,203.376526,2508.23999,15.51
2017-09-21,1253.15,32370.039063,3357.812012,714.125916,202.693634,2500.600098,15.435
2017-09-22,1253.34,31922.439453,3352.529053,718.614258,202.479202,2502.219971,15.514
2017-09-25,1254.49,31626.630859,3341.549072,717.716614,202.93187,2496.659912,15.386
2017-09-26,1255.52,31599.759766,3343.583008,716.519531,202.407791,2496.840088,15.662
2017-09-27,1255.09,31159.810547,3345.271973,720.010437,199.636581,2507.040039,15.61
2017-09-28,1255.98,31282.480469,3339.64209,720.908081,202.339233,2510.060059,15.51
2017-09-29,1256.85,31283.720703,3348.943115,725.695618,203.122864,2519.360107,15.539
2017-10-09,1259.45,31846.890625,3374.37793,739.559082,205.977432,2544.72998,15.656
2017-10-10,1259.79,31924.410156,3382.988037,742.651001,206.872986,2550.639893,15.68
2017-10-11,1260.02,31833.990234,3388.283936,742.551208,206.537109,2555.23999,15.662
2017-10-12,1259.17,32182.220703,3386.100098,744.745728,208.776016,2550.929932,15.706
2017-10-13,1259.05,32432.689453,3390.522949,743.349182,209.351746,2553.169922,15.658
2017-10-16,1260.0,32633.640625,3378.469971,742.351807,208.712082,2557.639893,15.666
2017-10-17,1261.08,32609.160156,3372.041016,740.955505,208.999908,2559.360107,15.618
2017-10-18,1262.04,32584.349609,3381.793945,743.648499,208.863983,2561.26001,15.542
2017-10-19,1262.12,32389.960938,3370.172119,741.952881,207.848495,2562.100098,15.402
2017-10-23,1263.95,32506.720703,3380.698975,741.853027,207.608627,2564.97998,15.463
2017-10-24,1263.99,32607.339844,3388.248047,741.753418,205.929489,2569.129883,15.554
2017-10-25,1261.68,33042.5,3396.897949,734.472534,206.001404,2557.149902,15.629
2017-10-26,1261.57,33147.128906,3407.566895,739.160339,207.616608,2560.399902,15.74
2017-10-27,1260.92,33157.21875,3416.812012,740.556519,209.815506,2581.070068,15.726
2017-10-30,1261.49,33266.160156,3390.336914,739.260132,208.536133,2572.830078,15.7
2017-10-31,1261.91,33213.128906,3393.342041,739.359619,209.839478,2575.26001,15.75
2017-11-01,1262.59,33600.269531,3395.913086,738.661499,209.919449,2579.360107,15.698
2017-11-02,1261.91,33573.21875,3383.310059,745.64325,202.970947,2579.850098,15.711
2017-11-03,1261.71,33685.558594,3371.743896,745.942566,203.08287,2587.840088,15.743
2017-11-06,1261.67,33731.191406,3388.174072,746.34137,202.946945,2591.129883,15.72
2017-11-07,1260.68,33370.761719,3413.574951,741.354492,203.898453,2590.639893,15.778
2017-11-08,1256.43,33218.808594,3415.459961,742.850464,206.928986,2594.379883,15.836
2017-11-09,1251.7,33250.929688,3427.794922,739.658875,205.457718,2584.620117,15.8
2017-11-10,1251.64,33314.558594,3432.673096,734.37262,205.001923,2582.300049,15.834
2017-11-13,1251.34,33033.558594,3447.835938,732.87677,206.800995,2584.840088,15.774
2017-11-14,1248.33,32941.871094,3429.548096,732.27832,205.353714,2578.870117,15.834
2017-11-15,1244.44,32760.439453,3402.524902,728.787476,201.619614,2564.620117,16.003
2017-11-16,1251.5,33106.820313,3399.25,731.679749,203.050858,2585.639893,15.923
2017-11-17,1252.17,33342.800781,3382.907959,730.582703,200.580124,2578.850098,16.040001
2017-11-20,1253.56,33359.898438,3392.398926,731.679749,200.068375,2582.139893,16.207001
2017-11-21,1255.26,33478.351563,3410.498047,733.774292,201.587601,2599.030029,16.1
2017-11-22,1256.43,33561.550781,3430.464111,734.472534,199.876465,2597.080078,16.025
2017-11-24,1256.98,33679.238281,3353.821045,734.073608,200.196304,2602.419922,16.049999
2017-11-27,1258.15,33724.441406,3322.22998,731.480225,197.989426,2601.419922,16.084
2017-11-28,1257.37,33618.589844,3333.656982,739.060608,197.317703,2627.040039,16.086
2017-11-29,1258.02,33602.761719,3337.862061,732.677246,198.045349,2626.070068,16.167999
2017-11-30,1258.53,33149.351563,3317.187988,725.496155,197.493668,2647.580078,16.035999
2017-12-01,1258.69,32832.941406,3317.616943,724.099731,197.533646,2642.219971,15.95
2017-12-04,1260.25,32869.71875,3309.61792,727.291443,196.925964,2639.439941,15.874
2017-12-05,1260.43,32802.441406,3303.675049,726.393677,194.295258,2629.570068,15.766
2017-12-06,1259.2,32597.179688,3293.965088,728.588013,193.47168,2629.27002,15.881
2017-12-07,1258.64,32949.210938,3272.053955,725.894897,192.392197,2636.97998,15.86
2017-12-08,1259.09,33250.300781,3289.991943,732.97644,195.350723,2651.5,15.73
2017-12-11,1259.91,33455.789063,3322.196045,739.260132,199.228806,2659.98999,15.722
2017-12-12,1260.92,33227.988281,3280.813965,743.847778,199.220795,2664.110107,15.652
2017-12-13,1260.53,33053.039063,3303.037109,744.047424,198.285263,2662.850098,15.56
2017-12-14,1259.77,33246.699219,3292.438965,733.92627,199.100876,2652.01001,15.546
2017-12-15,1259.34,33462.96875,3266.136963,737.317871,199.732513,2675.810059,15.478
2017-12-18,1259.59,33601.679688,3267.922119,742.205322,199.796448,2690.159912,15.528
2017-12-19,1259.42,33836.738281,3296.538086,742.803772,194.159302,2681.469971,15.598
2017-12-20,1259.12,33777.378906,3287.605957,741.506958,192.144333,2679.25,15.634
2017-12-21,1259.66,33756.28125,3300.059082,748.589111,189.961411,2684.570068,15.662
2017-12-22,1259.71,33940.300781,3297.062988,744.698914,191.416702,2683.340088,15.548
2017-12-27,1261.12,33911.808594,3275.782959,750.184998,192.887924,2682.620117,15.66
2017-12-28,1262.01,33848.03125,3296.38501,750.882996,194.039719,2687.540039,15.678
2017-12-29,1262.02,34056.828125,3307.172119,759.361511,194.410217,2673.610107,15.736
2018-01-02,1263.88,33812.261719,3348.325928,753.775818,193.371216,2695.810059,15.794
2018-01-03,1267.47,33793.378906,3369.10791,755.17218,195.352615,2713.060059,15.898
2018-01-04,1270.99,33969.640625,3385.709961,757.266785,192.275803,2723.98999,15.809
2018-01-05,1272.34,34153.851563,3391.75,759.660767,192.799362,2743.149902,15.909
2018-01-08,1273.07,34352.789063,3409.47998,755.870422,191.824783,2747.709961,15.93
2018-01-09,1272.93,34443.191406,3413.899902,759.261719,190.30249,2751.290039,15.902
2018-01-10,1269.79,34433.070313,3421.833984,761.256592,187.040421,2748.22998,15.842
2018-01-11,1271.23,34503.488281,3425.344971,761.954834,187.217606,2767.560059,15.814
2018-01-12,1271.48,34592.390625,3428.940918,765.346191,182.91658,2786.23999,15.948
2018-01-16,1272.77,34771.050781,3436.593994,763.052063,183.319275,2776.419922,15.934
2018-01-17,1272.08,35081.820313,3444.670898,759.660767,183.125961,2802.560059,15.88
2018-01-18,1270.71,35260.289063,3474.753906,757.566162,180.902924,2798.030029,15.75
2018-01-19,1269.95,35511.578125,3487.864014,760.65802,180.121628,2810.300049,15.726
2018-01-22,1270.75,35798.011719,3501.362061,757.964966,182.513824,2832.969971,15.774
2018-01-23,1272.81,36139.980469,3546.504883,759.560974,186.726288,2839.129883,15.836
2018-01-24,1273.36,36161.640625,3559.465088,752.578796,186.500763,2837.540039,15.844
2018-01-25,1273.64,36050.441406,3548.306885,749.486816,186.267181,2839.25,15.954
2018-01-29,1272.48,36283.25,3523.000977,754.773132,183.432022,2853.530029,15.764
2018-01-30,1268.73,36033.730469,3488.009033,746.594055,182.634628,2822.429932,15.68
2018-01-31,1270.29,35965.019531,3480.833008,742.10553,187.652527,2823.810059,15.7
2018-02-01,1268.84,35906.660156,3446.97998,738.016174,182.972931,2821.97998,15.824
2018-02-02,1264.47,35066.75,3462.081055,732.929016,181.531128,2762.129883,15.925
2018-02-05,1261.66,34757.160156,3487.49707,722.356018,175.578934,2648.939941,15.86
2018-02-06,1257.17,34195.941406,3370.6521,703.404236,176.247467,2695.139893,16.173
2018-02-07,1261.24,34082.710938,3309.26001,717.568298,175.433945,2681.659912,15.92
2018-02-08,1254.88,34413.160156,3262.050049,706.9953,175.812485,2581.0,15.875
2018-02-09,1246.45,34005.761719,3129.851074,698.417114,183.59314,2619.550049,15.992
2018-02-12,1250.54,34300.46875,3154.125,707.095032,183.52063,2656.0,15.953
2018-02-14,1246.97,34155.949219,3199.158936,710.386597,181.031799,2698.629883,15.99
2018-02-22,1255.38,33819.5,3268.559082,719.662903,178.478531,2703.959961,16.041
2018-02-23,1254.86,34142.148438,3289.023926,718.46582,183.053482,2747.300049,16.021
2018-02-26,1259.22,34445.75,3329.573975,722.356018,182.924576,2779.600098,16.08
2018-02-27,1258.76,34346.390625,3292.068115,721.857361,178.671783,2744.280029,16.030001
2018-02-28,1258.45,34184.039063,3259.407959,716.570618,180.28273,2713.830078,15.957
2018-03-01,1255.92,34046.941406,3273.754883,711.184387,180.395493,2677.669922,16.070999
2018-03-05,1254.03,33746.78125,3256.926025,706.197144,181.796997,2720.939941,16.181999
2018-03-06,1256.82,33317.199219,3289.64209,709.089905,185.292603,2728.120117,16.101999
2018-03-07,1255.19,33033.089844,3271.667969,709.888,186.444366,2726.800049,16.131001
2018-03-08,1255.61,33351.570313,3288.406006,714.875061,188.59494,2738.969971,16.01
2018-03-09,1256.54,33307.140625,3307.166016,717.368591,191.30925,2786.570068,15.985
2018-03-12,1256.94,33917.941406,3326.698975,715.97229,192.29187,2783.02002,15.882
2018-03-13,1256.13,33856.78125,3310.239014,708.690796,191.73616,2765.310059,15.85
2018-03-14,1254.88,33835.738281,3291.38208,707.992798,192.235535,2749.47998,15.96
